SMILES,Input_SMILES,Tanimoto,NLL
CC1(C)[C@H]2O[C@H]2[C@H]2[C@](C)(O)[C@@H]3CC[C@@H]4[C@@H](O)[C@@]3(C[C@@H](O)[C@@]21O)C[C@@]4(C)O,CC1(C)[C@H]2O[C@H]2[C@H]2[C@](C)(O)[C@@H]3CC[C@@H]4[C@@H](O)[C@@]3(C[C@@H](O)[C@@]21O)C[C@@]4(C)O,0.84,1.51
CC1(C)[C@H]2O[C@H]2[C@H]2[C@](C)(O)[C@@H]3CC[C@@H]4[C@@H](O)[C@@]3(CC(O)[C@@]21O)C[C@@]4(C)O,CC1(C)[C@H]2O[C@H]2[C@H]2[C@](C)(O)[C@@H]3CC[C@@H]4[C@@H](O)[C@@]3(C[C@@H](O)[C@@]21O)C[C@@]4(C)O,1.0,3.19
C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,1.0,0.3
C=C(C)[C@@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,1.0,2.68
C=C(C)C1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,1.0,3.15
C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@]2(O)C3=O)O1,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,1.0,4.08
C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,1.0,0.24
CC(C)[C@]12O[C@H]1[C@@H]1O[C@]13[C@]1(O[C@H]1C[C@H]1C4=C(CC[C@@]13C)C(=O)OC4)[C@@H]2O,CC(C)[C@]12O[C@H]1[C@@H]1O[C@]13[C@]1(O[C@H]1C[C@H]1C4=C(CC[C@@]13C)C(=O)OC4)[C@@H]2O,1.0,0.42
CC(C)(C)[C@]12O[C@H]1[C@@H]1O[C@]13[C@]1(O[C@H]1C[C@H]1C4=C(CC[C@@]13C)C(=O)OC4)[C@@H]2O,CC(C)[C@]12O[C@H]1[C@@H]1O[C@]13[C@]1(O[C@H]1C[C@H]1C4=C(CC[C@@]13C)C(=O)OC4)[C@@H]2O,0.84,3.9
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,1.0,0.21
CC(CC(=O)O)N(C)C(=O)Oc1cccc2c1OC(C)(C)C2,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,0.8311688311688312,3.59
CC(C)N(C)C(=O)Oc1cccc2c1OC(C)(C)C2,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,1.0,4.06
CC(C)N(CCC(=O)O)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,-1,4.8
CN(C(=O)Oc1cccc2c1OC(C)(C)C2)[SH](C)(=O)CCC(=O)O,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,1.0,4.84
CN=C(O)ON=C(C)C(C)SC,CN=C(O)ON=C(C)C(C)SC,-1,0.02
CCN=C(O)ON=C(C)C(C)SC,CN=C(O)ON=C(C)C(C)SC,-1,4.76
CSC(C)C(C)=NOC(C)=O,CN=C(O)ON=C(C)C(C)SC,1.0,6.38
CN=C(O)ON=C(C)[C@H](C)SC,CN=C(O)ON=C(C)C(C)SC,1.0,6.39
CN=C(O)ON=C(C)[C@@H](C)SC,CN=C(O)ON=C(C)C(C)SC,1.0,6.87
CN=C(O)ON=C(C)C(C)S(C)(=O)=O,CN=C(O)ON=C(C)C(C)S(C)(=O)=O,0.6938775510204082,0.12
CCS(=O)(=O)C(C)C(C)=NOC(O)=NC,CN=C(O)ON=C(C)C(C)S(C)(=O)=O,-1,3.93
CN=C(O)ON=C(C)[C@H](C)S(C)(=O)=O,CN=C(O)ON=C(C)C(C)S(C)(=O)=O,1.0,5.0
CN=C(O)ON=C(C)SC,CN=C(O)ON=C(C)SC,1.0,0.03
CCN=C(O)ON=C(C)SC,CN=C(O)ON=C(C)SC,-1,4.12
CN=C(O)ON=C(C)S,CN=C(O)ON=C(C)SC,-1,5.24
CSC(C)=NOC(C)=O,CN=C(O)ON=C(C)SC,-1,5.81
CN=C(O)SN=C(C)SC,CN=C(O)ON=C(C)SC,1.0,7.21
CN=C(O)ON=CC(C)(C)CCC#N,CN=C(O)ON=CC(C)(C)CCC#N,-1,0.11
CN=C(O)ON=CC(C)(C)CCCC#N,CN=C(O)ON=CC(C)(C)CCC#N,-1,3.67
CCCC(C)(C)C=NOC(O)=NC,CN=C(O)ON=CC(C)(C)CCC#N,0.7411764705882353,3.85
CC(C)(C=NOC(=N)O)CCC#N,CN=C(O)ON=CC(C)(C)CCC#N,-1,5.58
CN=C(O)ON=CC(C)(C)CCCN,CN=C(O)ON=CC(C)(C)CCC#N,1.0,5.88
CN=C(O)ON=C(SC)C(=O)N(C)C,CN=C(O)ON=C(SC)C(=O)N(C)C,0.5606060606060606,0.04
CCN=C(O)ON=C(SC)C(=O)N(C)C,CN=C(O)ON=C(SC)C(=O)N(C)C,0.5875,3.6
CN=C(O)ON=C(S)C(=O)N(C)C,CN=C(O)ON=C(SC)C(=O)N(C)C,0.8024691358024691,5.88
CN=C(O)ON=C(C(=O)N(C)C)[SH](C)C(=O)N(C)C,CN=C(O)ON=C(SC)C(=O)N(C)C,0.5217391304347826,6.18
CCCN=C(O)ON=C(SC)C(=O)N(C)C,CN=C(O)ON=C(SC)C(=O)N(C)C,1.0,7.46
CN=C(O)ON=C1SC(C)(C)C(=O)N1C,CN=C(O)ON=C1SC(C)(C)C(=O)N1C,0.7105263157894737,0.08
CCN=C(O)ON=C1SC(C)(C)C(=O)N1C,CN=C(O)ON=C1SC(C)(C)C(=O)N1C,0.5945945945945946,4.07
CN1C(=O)C(C)(C)SC1=NOC(O)=NC(C)(C)C,CN=C(O)ON=C1SC(C)(C)C(=O)N1C,1.0,5.04
CCCN=C(O)ON=C1SC(C)(C)C(=O)N1C,CN=C(O)ON=C1SC(C)(C)C(=O)N1C,1.0,5.24
CN=C(O)ON=C1[SH]=[SH]C(C)(C)C(=O)N1C,CN=C(O)ON=C1SC(C)(C)C(=O)N1C,1.0,5.93
CN=C(O)ON=C(C)SCCC#N,CN=C(O)ON=C(C)SCCC#N,1.0,0.09
CCCSC(C)=NOC(O)=NC,CN=C(O)ON=C(C)SCCC#N,-1,3.68
CCN=C(O)ON=C(C)SCCC#N,CN=C(O)ON=C(C)SCCC#N,0.7380952380952381,4.4
CN=C(O)ON=C(C)SCCCCl,CN=C(O)ON=C(C)SCCC#N,1.0,4.51
CC(=O)ON=C(C)SCCC#N,CN=C(O)ON=C(C)SCCC#N,1.0,5.09
CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,0.6666666666666666,0.15
CCSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,0.5806451612903226,3.46
CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)C,CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,0.53125,3.62
CN=C(O)ON=C(CSC)C(C)(C)C,CN=C(O)ON=C(CSC)C(C)(C)C,0.4857142857142857,0.05
CCN=C(O)ON=C(CSC)C(C)(C)C,CN=C(O)ON=C(CSC)C(C)(C)C,1.0,4.23
CN=C(O)ON=C(COC)C(C)(C)C,CN=C(O)ON=C(CSC)C(C)(C)C,0.8333333333333334,4.92
CN=C(O)ON=C(C)C(C)(C)C,CN=C(O)ON=C(CSC)C(C)(C)C,0.6904761904761905,5.45
C#CC(=NOC(O)=NC)C(C)(C)C,CN=C(O)ON=C(CSC)C(C)(C)C,0.6904761904761905,5.99
CN=C(O)Oc1ccccc1OC(CCl)OC,CN=C(O)Oc1ccccc1OC(CCl)OC,0.6444444444444445,0.07
CCN=C(O)Oc1ccccc1OC(CCl)OC,CN=C(O)Oc1ccccc1OC(CCl)OC,1.0,3.68
CN=C(O)Oc1ccccc1OC(C)OC,CN=C(O)Oc1ccccc1OC(CCl)OC,0.7441860465116279,4.65
CN=C(O)Oc1ccccc1O[C@H](CCl)OC,CN=C(O)Oc1ccccc1OC(CCl)OC,0.6428571428571429,5.77
C=C(O)Oc1ccccc1OC(CCl)OC,CN=C(O)Oc1ccccc1OC(CCl)OC,0.5,6.01
CN(C(=O)c1ccccc1)c1cccc(C(O)=Nc2c(Br)cc(C(F)(F)C(F)(F)F)cc2C(F)(F)F)c1F,CN(C(=O)c1ccccc1)c1cccc(C(O)=Nc2c(Br)cc(C(F)(C(F)(F)F)C(F)(F)F)cc2C(F)(F)F)c1F,0.6956521739130435,2.52
CN(C(=O)c1ccccc1)c1cccc(C(O)=Nc2c(Br)cc(C(F)(F)F)cc2C(F)(F)F)c1F,CN(C(=O)c1ccccc1)c1cccc(C(O)=Nc2c(Br)cc(C(F)(C(F)(F)F)C(F)(F)F)cc2C(F)(F)F)c1F,1.0,3.47
Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1N=C(O)c1cccc(N(C)C(=O)c2ccccc2)c1F,CN(C(=O)c1ccccc1)c1cccc(C(O)=Nc2c(Br)cc(C(F)(C(F)(F)F)C(F)(F)F)cc2C(F)(F)F)c1F,0.7608695652173914,3.83
CN=C(O)c1cc(Cl)cc(C)c1N=C(O)c1cc(Br)nn1-c1ncccc1Cl,CN=C(O)c1cc(Cl)cc(C)c1N=C(O)c1cc(Br)nn1-c1ncccc1Cl,0.7,0.18
CN=C(O)c1cc(Cl)cc(C)c1N=C(O)c1cc(Cl)nn1-c1ncccc1Cl,CN=C(O)c1cc(Cl)cc(C)c1N=C(O)c1cc(Br)nn1-c1ncccc1Cl,0.7142857142857143,2.91
CN=C(O)c1cc(C#N)cc(C)c1N=C(O)c1cc(Br)nn1-c1ncccc1Cl,CN=C(O)c1cc(Cl)cc(C)c1N=C(O)c1cc(Br)nn1-c1ncccc1Cl,0.5576923076923077,3.78
CN=C(O)c1cc(Br)cc(C)c1N=C(O)c1cc(Br)nn1-c1ncccc1Cl,CN=C(O)c1cc(Cl)cc(C)c1N=C(O)c1cc(Br)nn1-c1ncccc1Cl,1.0,3.86
CN=C(O)c1cc(Cl)cc(C)c1N=C(O)c1cc(C(F)(F)F)nn1-c1ncccc1Cl,CN=C(O)c1cc(Cl)cc(C)c1N=C(O)c1cc(Br)nn1-c1ncccc1Cl,0.675,4.32
CN=C(O)c1cc(C#N)cc(C)c1N=C(O)c1cc(Cl)nn1-c1ncccc1Cl,CN=C(O)c1cc(C#N)cc(C)c1N=C(O)c1cc(Br)nn1-c1ncccc1Cl,0.7380952380952381,2.73
Cc1cc(C#N)cc(C)c1N=C(O)c1cc(Br)nn1-c1ncccc1Cl,CN=C(O)c1cc(C#N)cc(C)c1N=C(O)c1cc(Br)nn1-c1ncccc1Cl,0.627906976744186,4.59
CC(N=C(O)c1cc(Cl)cc(Br)c1N=C(O)c1cc(Br)nn1-c1ncccc1Cl)C1CC1,CC(N=C(O)c1cc(Cl)cc(Br)c1N=C(O)c1cc(Br)nn1-c1ncccc1Cl)C1CC1,0.6341463414634146,0.76
CC(N=C(O)c1cc(Cl)cc(Cl)c1N=C(O)c1cc(Br)nn1-c1ncccc1Cl)C1CC1,CC(N=C(O)c1cc(Cl)cc(Br)c1N=C(O)c1cc(Br)nn1-c1ncccc1Cl)C1CC1,1.0,2.1
CC(N=C(O)c1cc(Br)cc(Br)c1N=C(O)c1cc(Br)nn1-c1ncccc1Cl)C1CC1,CC(N=C(O)c1cc(Cl)cc(Br)c1N=C(O)c1cc(Br)nn1-c1ncccc1Cl)C1CC1,0.8225806451612904,2.66
C[C@H](N=C(O)c1cc(Cl)cc(Br)c1N=C(O)c1cc(Br)nn1-c1ncccc1Cl)C1CC1,CC(N=C(O)c1cc(Cl)cc(Br)c1N=C(O)c1cc(Br)nn1-c1ncccc1Cl)C1CC1,0.8135593220338984,2.79
Cc1cc(Cl)cc(C(O)=NC(C)C2CC2)c1N=C(O)c1cc(Br)nn1-c1ncccc1Cl,CC(N=C(O)c1cc(Cl)cc(Br)c1N=C(O)c1cc(Br)nn1-c1ncccc1Cl)C1CC1,1.0,3.13
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(I)c1C(O)=NC(C)(C)CS(C)(=O)=O,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(I)c1C(O)=NC(C)(C)CS(C)(=O)=O,-1,0.24
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(I)c1C(O)=NC(C)(C)C[SH](=O)=O,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(I)c1C(O)=NC(C)(C)CS(C)(=O)=O,1.0,2.48
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(Br)c1C(O)=NC(C)(C)CS(C)(=O)=O,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(I)c1C(O)=NC(C)(C)CS(C)(=O)=O,0.7441860465116279,3.56
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(I)c1C(O)=NC(C)(C)S(C)(=O)=O,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(I)c1C(O)=NC(C)(C)CS(C)(=O)=O,0.6744186046511628,5.13
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc([O-])c1C(O)=NC(C)(C)CS(C)(=O)=O,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(I)c1C(O)=NC(C)(C)CS(C)(=O)=O,0.6097560975609756,5.22
CCCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.5333333333333333,0.91
CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,2.31
CCCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7962962962962963,2.53
CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7708333333333334,2.85
CCCCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0,3.33
CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.75,0.88
CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-1,1.29
CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.8660714285714286,3.37
CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.8198198198198198,3.41
C=CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7264957264957265,3.59
CN=CNc1ccc(C)cc1C,CN=CNc1ccc(C)cc1C,-1,0.16
CN=CNc1ccc(Cl)cc1C,CN=CNc1ccc(C)cc1C,1.0,2.39
Cc1cc(C)c(N=CN)cc1C,CN=CNc1ccc(C)cc1C,0.8554216867469879,4.82
Cc1cc(Cl)ccc1NC(=N)N,CN=CNc1ccc(C)cc1C,1.0,4.88
CCN=CNc1ccc(C)cc1C,CN=CNc1ccc(C)cc1C,0.8554216867469879,5.62
ClC(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl,0.7888888888888889,0.94
ClC(Cl)Cl,ClC(Cl)(Cl)Cl,1.0,2.7
ClC(Cl)(Cl)C(Cl)(Cl)Cl,ClC(Cl)(Cl)Cl,1.0,4.22
O=[N+]([O-])C(Cl)(Cl)Cl,O=[N+]([O-])C(Cl)(Cl)Cl,0.8604651162790697,0.16
C=[N+]([O-])C(Cl)(Cl)Cl,O=[N+]([O-])C(Cl)(Cl)Cl,0.8554216867469879,3.83
O=[N+]([O-])C(F)(Cl)Cl,O=[N+]([O-])C(Cl)(Cl)Cl,0.788235294117647,4.82
O=[N+]([O-])CC(Cl)(Cl)Cl,O=[N+]([O-])C(Cl)(Cl)Cl,1.0,4.85
CC(Cl)(Cl)[N+](=O)[O-],O=[N+]([O-])C(Cl)(Cl)Cl,0.8723404255319149,5.71
O=S(=O)(F)F,O=S(=O)(F)F,0.8723404255319149,0.34
O=S(=O)(O)F,O=S(=O)(F)F,1.0,4.17
O=S(=O)(F)C(F)(F)F,O=S(=O)(F)F,0.8723404255319149,4.8
CCS(=O)(=O)S(C)(=O)=O,O=S(=O)(F)F,1.0,5.49
O=S(=O)(F)S(=O)(=O)CCCCl,O=S(=O)(F)F,0.8301886792452831,6.04
ClC(Cl)C(Cl)Cl,ClC(Cl)C(Cl)Cl,0.8846153846153846,0.33
ClC(Cl)C(Cl)C(Cl)Cl,ClC(Cl)C(Cl)Cl,0.8737864077669902,3.28
O=C(Cl)C(Cl)Cl,ClC(Cl)C(Cl)Cl,0.8846153846153846,3.3
ClCC(Cl)C(Cl)Cl,ClC(Cl)C(Cl)Cl,0.9113924050632911,4.05
OC(Cl)C(Cl)Cl,ClC(Cl)C(Cl)Cl,0.8271604938271605,4.1
CC(C)N1C(=O)N(c2ccccc2)CS/C1=N\C(C)(C)C,CC(C)N1C(=O)N(c2ccccc2)CS/C1=N\C(C)(C)C,1.0,0.22
CC(C)/N=C1\SCN(c2ccccc2)C(=O)N1C(C)C,CC(C)N1C(=O)N(c2ccccc2)CS/C1=N\C(C)(C)C,0.9135802469135802,2.94
CC(C)(C)/N=C1\SCN(c2ccccc2)C(=O)N1C(C)(C)C,CC(C)N1C(=O)N(c2ccccc2)CS/C1=N\C(C)(C)C,0.8554216867469879,3.73
CN1C(=O)N(c2ccccc2)CS/C1=N\C(C)(C)C,CC(C)N1C(=O)N(c2ccccc2)CS/C1=N\C(C)(C)C,0.9041095890410958,4.17
OC(=Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1Cl)N=C(O)c1c(F)cccc1F,OC(=Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1Cl)N=C(O)c1c(F)cccc1F,1.0,0.08
O=C(N=C(O)c1c(F)cccc1F)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1Cl,OC(=Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1Cl)N=C(O)c1c(F)cccc1F,0.7662337662337663,4.91
COC(=Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1Cl)N=C(O)c1c(F)cccc1F,OC(=Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1Cl)N=C(O)c1c(F)cccc1F,0.8571428571428571,5.23
Cc1cc(C(F)(F)F)cc(N=C(O)N=C(O)c2c(F)cccc2F)c1Cl,OC(=Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1Cl)N=C(O)c1c(F)cccc1F,0.7530864197530864,5.28
OC(=Nc1cc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1)N=C(O)c1c(F)cccc1F,OC(=Nc1cc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1)N=C(O)c1c(F)cccc1F,1.0,0.09
OC(=Nc1cc(Cl)c(Oc2ccc(C(F)(F)F)cn2)c(Cl)c1)N=C(O)c1c(F)cccc1F,OC(=Nc1cc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1)N=C(O)c1c(F)cccc1F,0.6923076923076923,4.15
OC(=Nc1cc(Cl)c(Oc2ccc(C(F)(F)F)cc2Cl)c(Cl)c1)N=C(O)c1c(F)cccc1F,OC(=Nc1cc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1)N=C(O)c1c(F)cccc1F,0.35294117647058826,4.38
O=C(N=C(O)c1c(F)cccc1F)Nc1cc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1,OC(=Nc1cc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1)N=C(O)c1c(F)cccc1F,0.3958333333333333,4.6
COc1cc(Cl)c(Oc2c(Cl)cc(N=C(O)N=C(O)c3c(F)cccc3F)cc2Cl)nc1C(F)(F)F,OC(=Nc1cc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1)N=C(O)c1c(F)cccc1F,0.725,5.03
OC(=Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F)N=C(O)c1c(F)cccc1F,OC(=Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F)N=C(O)c1c(F)cccc1F,1.0,0.15
O=C(N=C(O)c1c(F)cccc1F)Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F,OC(=Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F)N=C(O)c1c(F)cccc1F,0.5,4.19
