index,smiles,f_score,h_score,i_score,p_score
83,CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.8056212700000001,0.9999992999999999,0.9416224400000001,0.0025236271
84,CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.89231086,1.0,0.962962,0.00257389
85,C=CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.8477351999999999,0.9999998999999999,0.9288176300000001,0.0039434265000000005
86,CN=CNc1ccc(Cl)cc1C,0.1167314,0.0029438399,0.49328423,0.00066315604
87,Cc1cc(C)c(N=CN)cc1C,0.18174522,0.007194684000000001,0.57827836,0.0022239338000000003
88,Cc1cc(Cl)ccc1NC(=N)N,0.2115733,0.00039058451999999995,0.6295448,0.022668064
89,CCN=CNc1ccc(C)cc1C,0.13795629,0.006217464000000001,0.47954845,0.0020983764
90,ClC(Cl)(Cl)C(Cl)(Cl)Cl,0.15099159,0.55168563,0.77270037,4.6989372999999996e-07
91,C=[N+]([O-])C(Cl)(Cl)Cl,0.1123675,7.587553e-05,0.73136175,2.0671252000000002e-05
92,O=[N+]([O-])C(F)(Cl)Cl,0.06642479999999999,4.2218617e-05,0.7549129,6.358498000000001e-05
93,O=[N+]([O-])CC(Cl)(Cl)Cl,0.12930146,0.00017073742999999998,0.6871326600000001,8.986021600000001e-05
94,CC(Cl)(Cl)[N+](=O)[O-],0.09238131000000001,3.8242495000000005e-05,0.7292548,8.640138000000001e-05
95,O=S(=O)(O)F,0.9999509999999999,1.0,0.99805343,0.0012840157000000001
96,O=S(=O)(F)C(F)(F)F,0.026466338000000002,0.0033158830000000004,0.8065218,2.7137643999999998e-06
97,CCS(=O)(=O)S(C)(=O)=O,0.20311631,7.2375646e-05,0.8148044999999999,0.0007887659599999999
98,O=S(=O)(F)S(=O)(=O)CCCCl,0.24350899999999998,0.00040223437999999996,0.805192,0.0011748218
99,ClC(Cl)C(Cl)C(Cl)Cl,0.13206509,0.2183048,0.8005608,2.1476872e-06
100,O=C(Cl)C(Cl)Cl,0.11512968,0.000113807124,0.67972124,2.5805908e-05
101,ClCC(Cl)C(Cl)Cl,0.10902724,0.0071983156000000005,0.76669425,5.90536e-06
102,OC(Cl)C(Cl)Cl,0.09565497,0.00027569282,0.6491793,2.2389333e-05
103,CC(C)/N=C1\SCN(c2ccccc2)C(=O)N1C(C)C,0.16735607,0.0105144065,0.61057436,0.022307059
104,CC(C)(C)/N=C1\SCN(c2ccccc2)C(=O)N1C(C)(C)C,0.2175501,0.055996925,0.6115345999999999,0.025975931
105,CN1C(=O)N(c2ccccc2)CS/C1=N\C(C)(C)C,0.14965686,0.005731423,0.6068091999999999,0.016580828000000002
106,O=C(N=C(O)c1c(F)cccc1F)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1Cl,0.6231943999999999,0.9953053,0.5944105,0.06316125
107,COC(=Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1Cl)N=C(O)c1c(F)cccc1F,0.6173578,0.9857473,0.5875793,0.013454319000000001
108,Cc1cc(C(F)(F)F)cc(N=C(O)N=C(O)c2c(F)cccc2F)c1Cl,0.37758642000000003,0.68916035,0.27452109999999996,0.026683522
109,OC(=Nc1cc(Cl)c(Oc2ccc(C(F)(F)F)cn2)c(Cl)c1)N=C(O)c1c(F)cccc1F,0.742544,0.9942213,0.51820093,0.14908825
110,OC(=Nc1cc(Cl)c(Oc2ccc(C(F)(F)F)cc2Cl)c(Cl)c1)N=C(O)c1c(F)cccc1F,0.7933380600000001,0.9991473999999999,0.5379746,0.08289343
111,O=C(N=C(O)c1c(F)cccc1F)Nc1cc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1,0.89383084,0.9994589700000001,0.58309203,0.23628958
112,COc1cc(Cl)c(Oc2c(Cl)cc(N=C(O)N=C(O)c3c(F)cccc3F)cc2Cl)nc1C(F)(F)F,0.8892964999999999,0.9985814999999999,0.60386807,0.14747444
113,O=C(N=C(O)c1c(F)cccc1F)Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F,0.8268403400000001,0.9982133999999999,0.49543616,0.42315304000000004
114,NC(=Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F)N=C(O)c1c(F)cccc1F,0.7857407,0.99925345,0.5050091,0.4636866
115,OC(=Nc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1F)N=C(O)c1c(F)cccc1F,0.7153786999999999,0.9897125,0.51072186,0.16919665
116,OC(=Nc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1F)N=C(O)c1c(F)cccc1F,0.6323436,0.95523924,0.410386,0.26152366
117,OC(=Nc1cc(Cl)c(OC(F)(F)C(F)(F)F)c(Cl)c1)N=C(O)c1c(F)cccc1F,0.5975853999999999,0.9872177,0.57086766,0.019269876000000002
118,OC(=Nc1cc(Cl)c(OC(F)(F)F)c(Cl)c1)N=C(O)c1c(F)cccc1F,0.36563483,0.8893389700000001,0.48627615,0.018604694
119,COc1cc(N=C(O)N=C(O)c2c(F)cccc2F)cc(Cl)c1OC(F)(F)C(F)(F)F,0.66368395,0.9560600000000001,0.5596012,0.06146575
120,OC(=Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)c(Cl)c1)N=C(O)c1c(F)cccc1F,0.6948616999999999,0.9969072,0.6082377999999999,0.026623465000000002
121,O=C(N=C(O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)(F)F)cc1Cl,0.68259525,0.9977197,0.5865743999999999,0.06258464
122,O=C(N=C(O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)(F)C(F)(F)F)cc1Cl,0.8414225,0.9999551999999999,0.6928556,0.06730005
123,O=C(N=C(O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)(F)C(F)F)cc1Cl,0.7937354999999999,0.9998471999999999,0.6437145,0.07309972
124,O=C(N=C(O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)F)cc1Cl,0.6325991999999999,0.9921743999999999,0.5264869999999999,0.082367726
125,OC(=Nc1ccc(OC(F)(F)C(F)(F)OC(F)(F)F)c(Cl)c1)N=C(O)c1c(F)cccc1F,0.67733246,0.9991017600000001,0.6350339700000001,0.038207587
126,OC(=Nc1ccc(OC(F)(F)C(F)(F)F)c(Cl)c1)N=C(O)c1c(F)cccc1F,0.47666379999999997,0.95458573,0.51795745,0.032333553
127,OC(=Nc1ccc(OC(F)(F)C(F)F)c(Cl)c1)N=C(O)c1c(F)cccc1F,0.40214629999999996,0.8665765,0.38768905000000004,0.04136106
128,OC(=Nc1ccc(OC(F)(F)C(F)(F)C(F)(F)F)c(Cl)c1)N=C(O)c1c(F)cccc1F,0.67227596,0.99937266,0.6211665,0.03130621
129,OC(=Nc1cc(Cl)c(OC(F)(F)C(F)(F)F)c(Cl)c1F)N=C(O)c1c(F)cccc1F,0.6864775,0.9957891,0.6051061,0.021113299000000002
130,OC(=Nc1cc(Cl)c(OC(F)(F)C(F)(F)C(F)(F)F)c(Cl)c1F)N=C(O)c1c(F)cccc1F,0.8230358999999999,0.9999323999999999,0.69178647,0.023059683
131,OC(=Nc1cc(Cl)c(OC(F)(F)C(F)(F)C(F)F)c(Cl)c1F)N=C(O)c1c(F)cccc1F,0.7825464,0.9997874999999999,0.6544924400000001,0.025767285
132,OC(=Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1F)N=C(O)c1c(F)cccc1F,0.6225676,0.98667777,0.5618489,0.024129542
133,COC(=Nc1cc(Cl)c(F)c(Cl)c1F)N=C(O)c1c(F)cccc1F,0.40791723,0.69140285,0.26168263,0.010612223
134,Cc1cc(Cl)c(F)cc1N=C(O)N=C(O)c1c(F)cccc1F,0.3007988,0.12842505,0.14204223,0.029458813
135,COc1c(F)c(F)c(N=C(O)N=C(O)c2c(F)cccc2F)c(F)c1Cl,0.41477569999999997,0.6362654,0.37310258,0.03972657
136,OC(=Nc1cc(Cl)c(F)c(Cl)c1F)N=C(O)c1ccccc1F,0.33758798,0.42580053,0.21738245,0.014802629000000001
137,CCCc1ccc(OCCC(CC)CCC2OC2(C)CC)cc1,0.3867523,0.8914215999999999,0.7291113,0.022524796
138,C=Cc1ccc(OCCC(CC)CCC2OC2(C)CC)cc1,0.31847906,0.7196247,0.685095,0.012525237000000002
139,CCCC(CCOc1ccc(CC)cc1)CCC1OC1(C)CC,0.38699895,0.89308727,0.7254249500000001,0.022851245000000003
140,CCc1ccc(OCCC(CC)CCC2(C)CCC2)cc1,0.38437346,0.9521533,0.58869976,0.05769765
141,COC(=O)/C=C(C)/C=C/CC(C)CCCC(C)C,0.35090268,0.17028639,0.68983865,0.012429777500000001
142,C#CCOC(=O)/C=C(C)/C=C/CC(C)CCCC(C)C,0.5634876,0.12327316,0.8175013999999999,0.007192306000000001
143,CCOC(=O)/C=C(C)/C=C/CC(C)CCSC(C)C,0.40141648,0.43238956,0.70158064,0.0089790365
144,C=CCOC(=O)/C=C(C)/C=C/CC(C)CCCC(C)C,0.39307827,0.53788954,0.6490587,0.021391936
145,C#CCOC(=O)/C=C(C)/C=C/C[C@@H](C)CCCC(C)C,0.56351686,0.12312521,0.81798804,0.007215675
146,CCCOC(=O)/C=C(C)/C=C/CC(C)CCCC(C)C,0.40747598,0.56772476,0.67325276,0.021693213000000003
147,COC(C)(C)CCCC(C)C/C=C/C(C)=C/C(=O)OC(C)(C)C,0.5411937,0.776998,0.72965956,0.032785628000000004
148,COC(C)(C)CCCC(C)/C=C/C(C)=C/C(=O)OC(C)C,0.40759507,0.38896525,0.7076168700000001,0.025121275000000002
149,COC(C)(C)CCC(C)C/C=C/C(C)=C/C(=O)OC(C)C,0.4070412,0.4029276,0.7161559,0.025344664000000003
150,CCOC(C)(C)CCCC(C)C/C=C/C(C)=C/C(=O)OC(C)C,0.5750955,0.8584041,0.72479266,0.04696546
151,COC(=O)/C=C(C)/C=C/CC(C)CCCC(C)(C)OC,0.3821561,0.15916525,0.7501394,0.027336929000000003
152,CCOC(=O)/C=C(C)/C=C/CC(C)CCCC(C)(C)OC,0.3946112,0.40944909999999995,0.72916526,0.032573197000000005
153,CCSC(=O)/C=C(C)/C=C/CC(C)(C)CCCC(C)(C)OC,0.5212654,0.77597123,0.7108814999999999,0.032226697
154,COC(=O)/C=C(C)/C=C/CC(C)(C)CCCC(C)(C)OC,0.4283188,0.44798324,0.7442012,0.03067759
155,CC[C@]1(C)O[C@@H]1CC/C(C)=C/CC/C(C)=C/C(=O)OC,0.3792017,0.28956455000000003,0.8906721,0.0068384744
156,CCC/C(=C\CC/C(C)=C/C(=O)OC)CC[C@H]1O[C@@]1(C)CC,0.52522886,0.7060658999999999,0.892382,0.014675186000000002
157,CC/C(=C\CC/C(C)=C/C(=O)OC)CC[C@H]1O[C@]1(C)CC,0.43872932000000003,0.53603595,0.89151233,0.01016153
158,CCOC(=O)/C=C(\C)CC[C@H]1O[C@@]1(C)CC,0.18496203,0.010524616,0.8637507999999999,0.0015581835
159,CCC1(C)O[C@@H]1CC/C(C)=C/CC/C(C)=C/C(=O)OC,0.3791711,0.28861967,0.8900648999999999,0.006835554000000001
160,CC[C@]1(C)O[C@H]1CC/C(C)=C/CC/C(C)=C/C(=O)OC,0.37923697,0.29010424,0.8911629,0.0068221390000000005
161,CC[C@@]1(C)O[C@@H]1CC/C(C)=C/CC/C(C)=C/C(=O)OC,0.37917387,0.28864157,0.8901089,0.00685074
162,COC(=O)/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C,0.33421254,0.1405306,0.8834497,0.004738048
163,COC(=O)/C=C(\C)CCCC(C)CC[C@H]1OC1(C)C,0.29615298,0.12178048500000001,0.88825655,0.0052896314000000005
164,COC(=O)/C(C)=C/C=C(/C)CCC1OC1(C)C,0.23382807,0.01863471,0.8771648999999999,0.0019913844000000003
165,Cc1ccccc1C(O)=NN(C(=O)c1ccccc1)C(C)(C)C,0.4043986,0.22962047,0.09812199,0.2525937
166,Cc1cc(C)cc(C(=O)N(N=C(O)c2ccccc2)C(C)(C)C)c1,0.4493967,0.50746334,0.09244737,0.26771557
167,Cc1cccc(C(O)=NN(C(=O)c2ccccc2)C(C)(C)C)c1,0.4026415,0.23231085,0.09758196,0.25434405
168,COc1ccccc1C(O)=NN(C(=O)c1ccccc1)C(C)(C)C,0.39204547,0.2394172,0.10113206500000001,0.36936393
169,C[C@@H]([C@H](O)CCC(C)(C)O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,0.81392443,0.99988425,0.9313047,0.91549665
170,C[C@@H]([C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C)[C@@H](O)CCC(C)(C)O,0.81395525,0.9998845,0.93179786,0.9150372
171,CC(C)(O)CC[C@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,0.8165911,0.99987686,0.9334100999999999,0.9160571
172,CC(C)(O)CCC(C)(C)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,0.8068065999999999,0.9999093,0.92646253,0.91120046
173,CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,0.8165931999999999,0.99987674,0.9333691,0.91612643
174,CC(C)(O)CCC(C)(C)[C@@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,0.80680513,0.9999089,0.9261678,0.91137093
175,N#Cc1c(N)[nH]c(=S)[nH]c1=NC1CC1,0.32537732,0.00028375996,0.7373502,0.08054902
176,N#Cc1c(N)[nH]c(=NC2CC2)[nH]c1=O,0.29254702,1.3507685000000002e-05,0.7970521500000001,0.16745472
177,CC1CC1N=c1[nH]c(N)c(C#N)c(=N)[nH]1,0.38658428,0.00030061376,0.7702665,0.1820195
178,CN=C(NCC1CCCC1)N[N+](=O)[O-],0.22433017,0.0019767475000000002,0.8599114999999999,0.033825718000000005
179,CN=C(NCc1ccco1)N[N+](=O)[O-],0.20796905000000002,0.005455258,0.8335779999999999,0.053838424
180,CN=C(NCC1COC1)N[N+](=O)[O-],0.15392378,0.00020754124999999997,0.87343395,0.037704937
181,CN=C(NCc1ccoc1)N[N+](=O)[O-],0.20805757,0.0073939688,0.8440780999999999,0.06093761
182,CN1CCCSC1=C[N+](=O)[O-],0.10971863,4.315172600000001e-05,0.7214327500000001,0.0031103224
183,O=[N+]([O-])C=[N+]([O-])C=C1NCCCS1,0.13473588,4.130029300000001e-05,0.68675476,0.014255032
184,O=[N+]([O-])C=C1SCCCS1,0.13594563,0.00012470651,0.7589587600000001,0.0007790631499999999
185,CCOC1CC(C)C([N+](=O)[O-])=C2N(Cc3ccc(Cl)nc3)CCN21,0.43935609999999997,0.39427507,0.5572268,0.3317215
186,COC1CC(C)C([N+](=O)[O-])=C2N(Cc3ccc(Cl)nc3)CCN21,0.41890404000000003,0.27847278000000003,0.57506585,0.28782704
187,CCCOC1CC(C)C([N+](=O)[O-])=C2N(Cc3ccc(C)nc3)CCN21,0.46917984,0.19663878,0.6146847,0.64532036
