SMILES,Input_SMILES,Tanimoto,NLL
C[C@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1,C[C@@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1,1,4.13
C[C@@]12C(=O)OC(=O)[C@@H]1[C@H]1CC[C@@H]2O1,C[C@@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1,1,5.1
C[C@@]12C(=O)OC(=O)[C@]1(C)[C@@H]1CC[C@H]2O1,C[C@@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1,-1,5.5
C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,-1,0.25
C[C@H](Cc1ccccc1)N(C)Cc1ccccc1,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,0.788732394,1.9
COc1ccccc1C[C@@H](C)N(C)Cc1ccccc1,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,1,3.11
Cc1ccccc1C[C@@H](C)N(C)Cc1ccccc1,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,1,4.31
COc1cccc(C[C@@H](C)N(C)Cc2ccccc2)c1,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,1,5.95
C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,0.423076923,0.1
C[C@@H](Oc1cc(-c2cnn(C3CCN(S(C)(=O)=O)CC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1,3.83
C[C@@H](Oc1cc(-c2cnn(C3CCN(C(=O)OC(C)(C)C)CC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1,4.17
CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1,4.23
C[C@@H](Oc1cc(-c2cnn(C3CCN(C(=O)N(C)C)CC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,0.676923077,4.49
C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,0.709677419,0.07
C[C@@H]1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C[C@H](C)N1,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,0.676923077,3.92
O=C(O)c1cn(C2CC2)c2c(F)c(N3CCNCC3)c(F)cc2c1=O,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,1,4.66
Nc1c(F)c(N2CCNCC2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,0.737864078,5.21
C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,0.684684685,0.02
COc1ccc(OC2CCN(c3ccc(OC[C@@]4(C)Cn5cc([N+](=O)[O-])nc5O4)cc3)CC2)cc1,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,1,4.58
Cc1cc(OC2CCN(c3ccc(OC[C@@]4(C)Cn5cc([N+](=O)[O-])nc5O4)cc3)CC2)ccc1OC(F)(F)F,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,0.716981132,5.82
Cc1ccc(OC2CCN(c3ccc(OC[C@@]4(C)Cn5cc([N+](=O)[O-])nc5O4)cc3)CC2)cc1,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,1,6.35
C[C@@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,0.586956522,7.33
C[C@H](N)[C@H](O)c1cccc(O)c1,C[C@H](N)[C@H](O)c1cccc(O)c1,0.571428571,0.03
CC(N)[C@H](O)c1cccc(O)c1,C[C@H](N)[C@H](O)c1cccc(O)c1,0.659090909,4.75
COc1cccc([C@@H](C)N)c1,C[C@H](N)[C@H](O)c1cccc(O)c1,0.659090909,5.1
C[C@@H](N)[C@H](O)c1cccc(O)c1,C[C@H](N)[C@H](O)c1cccc(O)c1,1,5.34
COc1cccc([C@H](C)N)c1,C[C@H](N)[C@H](O)c1cccc(O)c1,0.849557522,5.59
C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,0.816666667,0.06
CC(=O)c1ccc(OCc2cccc(F)c2)cc1,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,0.807017544,3.56
C[C@@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,1,4.87
COC[C@@H](NC(C)=O)C(=O)NCc1ccc(OCc2cccc(F)c2)cc1,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,1,5.57
CC(=O)c1cccc(OCc2cccc(F)c2)c1,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,1,5.99
C[C@@H]1[C@H](c2ccccc2)OCCN1C,C[C@H]1[C@H](c2ccccc2)OCCN1C,0.409090909,0.85
C[C@H]1[C@H](c2ccccc2)OCCN1C,C[C@H]1[C@H](c2ccccc2)OCCN1C,1,1.09
C[C@@H]1[C@@H](c2ccccc2)OCCN1C,C[C@H]1[C@H](c2ccccc2)OCCN1C,0.409090909,2.31
C[C@H]1[C@@H](c2ccccc2)OCCN1C,C[C@H]1[C@H](c2ccccc2)OCCN1C,1,2.7
CC1C(c2ccccc2)OCCN1C,C[C@H]1[C@H](c2ccccc2)OCCN1C,0.637681159,4.24
C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,1,0.08
CC1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0.604651163,3.51
C[C@@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0.527027027,3.92
CO/N=C(\C(=O)N[C@H]1C(=O)N(S(=O)(=O)O)[C@H]1C)c1csc(N)n1,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,1,5.79
C[C@@H]1[C@@H](NC(=O)/C(=N\OC(C)(C)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,1,6.17
C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,1,0.03
COc1cccc([C@]2(C)CCN(C[C@H](Cc3ccccc3)C(=O)NCC(=O)O)C[C@@H]2C)c1,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,1,5.13
C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)N[C@@H](CC(=O)O)C(=O)O)CC[C@@]1(C)c1cccc(O)c1,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,1,5.15
COc1cccc([C@@]2(C)CCN(C[C@H](Cc3ccccc3)C(=O)NCC(=O)O)C[C@@H]2C)c1,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,1,5.72
CC(C)C(NC(=O)/C(=C/c1ccccc1)CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)C(=O)O,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,1,5.92
C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,1,0.16
C[C@@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,0.74025974,2.66
CC1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,0.831168831,3.13
C[C@@H]1CNC(=O)c2cnn3ccc(nc23)N[C@@H](C)[C@H](C)c2cc(F)ccc2O1,C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,1,5.64
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.84375,0.13
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.786407767,2.39
CC(C)[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.84375,6.43
C[N+](C)(C)CC(=O)[O-],C[N+](C)(C)CC(=O)[O-],0.573913043,0.02
CN(C)CC(=O)[N+](C)(C)C,C[N+](C)(C)CC(=O)[O-],1,4.91
C[N+](C)(C)CC(=O)[N+](=O)[O-],C[N+](C)(C)CC(=O)[O-],1,5.92
C[N+](C)(C)CC(=O)O,C[N+](C)(C)CC(=O)[O-],1,6.73
C[N+](C)(C)CCCCCCCCC[N+](C)(C)C,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,0.843373494,0.25
C[N+](C)(C)CCCCCCCC[N+](C)(C)C,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,1,2.01
C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,1,2.89
C[N+](C)(C)CCO,C[N+](C)(C)CCO,1,0.01
CN(C)CCO,C[N+](C)(C)CCO,1,4.66
C#C[N+](C)(C)CCO,C[N+](C)(C)CCO,0.817073171,9.28
C[N+](C)(C)CCOC(N)=O,C[N+](C)(C)CCOC(N)=O,-1,0
CN(C)CCOC(N)=O,C[N+](C)(C)CCOC(N)=O,1,8.6
C[N+](C)(C)C,C[N+](C)(C)CCOC(N)=O,0.34375,9.03
C[N+](C)(CCOc1ccccc1)Cc1ccccc1,C[N+](C)(CCOc1ccccc1)Cc1ccccc1,0.535714286,0
CN(CCOc1ccccc1)Cc1ccccc1,C[N+](C)(CCOc1ccccc1)Cc1ccccc1,0.583333333,7.46
C[n+]1ccccc1C=NO,C[n+]1ccccc1C=NO,-1,0.06
O=C(O)c1cccc[n+]1[O-],C[n+]1ccccc1C=NO,0.9375,4.43
C=C(C#N)C(=O)OCCCC,C=C(C#N)C(=O)OCCCC,0.875,0.08
C=C(C#N)C(=O)OCCCCC,C=C(C#N)C(=O)OCCCC,1,3.25
C=C(C#N)C(=O)OCCC,C=C(C#N)C(=O)OCCCC,-1,4.16
CCCCOC(=O)C(C#N)C#N,C=C(C#N)C(=O)OCCCC,-1,4.25
CCCOC(=O)C(C#N)C#N,C=C(C#N)C(=O)OCCCC,1,6.88
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,0.28,0
C=C(C)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,-1,5.58
C/C(=C\C(=O)O)c1ccc(OCC(=O)O)c(Cl)c1Cl,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,-1,8.37
CCC(C)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,0.48,8.65
O=C(O)COc1ccc(C(=O)C(=O)C(F)(F)F)c(Cl)c1Cl,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,1,9.94
C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,-1,0.03
C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(OC)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,-1,5.01
C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H]3[C@@H](O)[C@H]12,C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,0.454545455,5.24
C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C(C)=O)[C@@H]3[C@@H](O)[C@H]12,C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,0.35,6.19
C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,1,0.01
C#CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,0.661538462,5.43
C=C(C)[C@H]1CC[C@H](Nc2ncnc3[nH]ccc23)CN1C(=O)CCl,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,-1,7.73
C=C(C)[C@H]1CC[C@H](Nc2ncnc3[nH]ccc23)CN1C(=O)OC,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,-1,7.87
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,-1,0.05
C#CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,1,4.63
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@@H]1CCCN(C(=O)CO)C1,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0.405405405,5.15
CCC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,-1,5.17
CC(C)(C)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,-1,5.7
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,-1,0.01
C#CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,1,5.66
C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,0.848484848,6.82
CN(C)CCN(C)c1cc(NC(=O)C(C)(C)C)cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c1,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,0.774193548,7.22
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)CCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,0.452380952,7.33
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,0.318181818,0.01
C#CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,1,6.13
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,0.796296296,7.59
CN1CCN(c2ccc(Nc3nc(Oc4cccc(NC(=O)C(C)(C)C)c4)c4sccc4n3)cc2)CC1,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,0.639344262,7.7
CN1CCN(c2ccc(Nc3nc(Oc4cccc(NC(=O)CCl)c4)c4sccc4n3)cc2)CC1,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,0.666666667,7.78
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,0.625,0.04
N=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(C(=O)O)CS[C@H]12)c1csc(N)n1,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,1,4.84
N=C(N)c1csc(/C(=N\O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(C=O)CS[C@H]23)n1,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,0.842105263,6.6
