SMILES,Input_SMILES,Tanimoto,NLL
C/C(O)=C(\C#N)C(=O)Nc1ccc(Cl)c(Cl)c1,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,0.7058823529411765,2.55
C/C(O)=C(\C#N)C(=O)Nc1ccc(C)cc1,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,1.0,3.06
CC(O)=C(C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,0.6607142857142857,3.51
C/C=C/C(=O)N(CC)c1ccccc1C,C/C=C/C(=O)N(CC)c1ccccc1C,0.5079365079365079,0.1
CC/C=C/C(=O)N(CC)c1ccccc1C,C/C=C/C(=O)N(CC)c1ccccc1C,0.6607142857142857,4.38
C/C=C/C(=O)N(CCCC)c1ccccc1C,C/C=C/C(=O)N(CC)c1ccccc1C,1.0,4.97
C=CC(=O)N(CC)c1ccccc1C,C/C=C/C(=O)N(CC)c1ccccc1C,1.0,5.11
C[C@@]1(C(=O)N[C@@H](CCC(=O)O)C(=O)O)CCCN1C(=O)CN,C[C@@]1(C(=O)N[C@@H](CCC(=O)O)C(=O)O)CCCN1C(=O)CN,1.0,0.22
C[C@]1(C(=O)N[C@@H](CCC(=O)O)C(=O)O)CCCN1C(=O)CN,C[C@@]1(C(=O)N[C@@H](CCC(=O)O)C(=O)O)CCCN1C(=O)CN,0.7708333333333334,1.71
CC1(C(=O)N[C@@H](CCC(=O)O)C(=O)O)CCCN1C(=O)CN,C[C@@]1(C(=O)N[C@@H](CCC(=O)O)C(=O)O)CCCN1C(=O)CN,0.76,5.57
COC(=O)CC[C@H](NC(=O)[C@]1(C)CCCN1C(=O)CN)C(=O)O,C[C@@]1(C(=O)N[C@@H](CCC(=O)O)C(=O)O)CCCN1C(=O)CN,0.717391304347826,6.94
C[C@@]1(C(=O)N[C@@H](CCC(=O)O)C(=O)O)CCCN1C(=O)CNC(=O)CN,C[C@@]1(C(=O)N[C@@H](CCC(=O)O)C(=O)O)CCCN1C(=O)CN,1.0,7.2
C[C@@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1,C[C@@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1,1.0,0.78
C[C@@]12C(=O)OC(=O)[C@]1(C)[C@@H]1CC[C@H]2O1,C[C@@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1,1.0,1.37
C[C@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1,C[C@@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1,0.803030303030303,2.72
C[C@@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@H]2O1,C[C@@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1,0.7887323943661971,3.0
C[C@@]12C(=O)OC(=O)[C@@]1(C)[C@H]1CC[C@@H]2O1,C[C@@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1,1.0,3.41
C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,1.0,0.93
C[C@H](Cc1ccccc1)N(C)Cc1ccccc1,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,1.0,1.26
CC(Cc1ccccc1)N(C)Cc1ccccc1,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,1.0,1.73
COc1ccccc1C[C@@H](C)N(C)Cc1ccccc1,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,1.0,3.33
C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1.0,0.49
CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1.0,1.43
C[C@@H](Oc1cc(-c2cnn(C3CCN(S(C)(=O)=O)CC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1.0,3.47
C[C@@H](Oc1cc(-c2cnn(C3CCN(C(=O)C(C)(C)O)CC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1.0,3.93
C[C@@H](Oc1cc(-c2cnn(C3CCCNC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,0.676923076923077,4.32
C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,1.0,1.07
C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,1.0,1.62
CC[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,0.7378640776699029,2.99
CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,0.7037037037037037,3.17
C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,0.8279569892473119,0.0
COc1ccc(OC2CCN(c3ccc(OC[C@@]4(C)Cn5cc([N+](=O)[O-])nc5O4)cc3)CC2)cc1,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,1.0,6.5
Cc1c(OC[C@]2(C)Cn3cc([N+](=O)[O-])nc3O2)ccc(N2CCC(Oc3ccc(OC(F)(F)F)cc3)CC2)c1F,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,1.0,8.98
C[C@@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,1.0,9.53
Cc1c(OC2CCN(c3ccc(OC(F)(F)F)cc3)CC2)ccc(OC[C@]2(C)Cn3cc([N+](=O)[O-])nc3O2)c1F,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,0.8433734939759037,10.26
C[C@H](N)[C@H](O)c1cccc(O)c1,C[C@H](N)[C@H](O)c1cccc(O)c1,1.0,0.86
CC(N)C(O)c1cccc(O)c1,C[C@H](N)[C@H](O)c1cccc(O)c1,1.0,0.95
C[C@@H](N)[C@H](O)c1cccc(O)c1,C[C@H](N)[C@H](O)c1cccc(O)c1,0.8495575221238938,3.01
COc1cccc([C@@H](C)N)c1,C[C@H](N)[C@H](O)c1cccc(O)c1,0.746031746031746,3.39
CC(N)[C@H](O)c1cccc(O)c1,C[C@H](N)[C@H](O)c1cccc(O)c1,1.0,3.48
C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,0.746031746031746,1.02
CC(=O)N[C@@H](C)NCc1ccc(OCc2cccc(F)c2)cc1,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,1.0,2.13
CC(=O)N(C)Cc1ccc(OCc2cccc(F)c2)cc1,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,1.0,2.61
C[C@@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,1.0,2.65
CC(=O)NC(C)NCc1ccc(OCc2cccc(F)c2)cc1,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,0.4090909090909091,3.33
C[C@@H]1[C@@H](c2ccccc2)OCCN1C,C[C@H]1[C@H](c2ccccc2)OCCN1C,1.0,0.79
CC1C(c2ccccc2)OCCN1C,C[C@H]1[C@H](c2ccccc2)OCCN1C,1.0,1.59
C[C@H]1[C@@H](c2ccccc2)OCCN1C,C[C@H]1[C@H](c2ccccc2)OCCN1C,0.7638888888888888,2.29
C[C@@H]1[C@H](c2ccccc2)OCCN1C,C[C@H]1[C@H](c2ccccc2)OCCN1C,0.6575342465753424,3.13
CCC1C(c2ccccc2)OCCN1C,C[C@H]1[C@H](c2ccccc2)OCCN1C,1.0,3.28
C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0.7638888888888888,0.25
CC1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,1.0,1.65
C[C@@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,1.0,4.3
COS(=O)(=O)N1C(=O)[C@@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C1C,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,1.0,7.4
CC(O/N=C(\C(=O)N[C@@H]1C(=O)N(S(=O)(=O)O)C1C)c1csc(N)n1)C(=O)O,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,1.0,7.73
C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,0.7291666666666666,0.55
C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)N[C@@H](CC(=O)O)C(=O)O)CC[C@@]1(C)c1cccc(O)c1,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,1.0,1.52
C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NC(C(=O)O)C(=O)O)CC[C@@]1(C)c1cccc(O)c1,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,1.0,2.46
CC(C)[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,1.0,4.23
C[C@H](NC(=O)[C@@H](Cc1ccccc1)CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)C(=O)O,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,0.8395061728395061,4.43
CC1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,0.7560975609756098,0.95
C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,1.0,1.26
C[C@@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,0.7864077669902912,1.51
CC(C)[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,0.7745098039215687,3.8
CC[C@@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,0.845360824742268,4.21
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.8144329896907216,0.06
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,1.0,3.16
CC(C)[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,1.0,6.03
COC(=O)c1cn2c3c(c(N4CCN(C)CC4)c(F)cc3c1=O)OC[C@@H]2C,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,1.0,6.08
C[N+](C)(C)CC(=O)[O-],C[N+](C)(C)CC(=O)[O-],0.8214285714285714,0.63
C[N+](C)([O-])CC(=O)[O-],C[N+](C)(C)CC(=O)[O-],0.8414634146341463,3.44
C[N+](C)(C)CC([N+])=O,C[N+](C)(C)CC(=O)[O-],1.0,4.6
C[N+](C)(C)CCCCCCCCC[N+](C)(C)C,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,1.0,2.21
C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,0.8170731707317073,2.28
CN(C)CCCCCCCCCC[N+](C)(C)C,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,0.8375,2.84
C[N+](C)(C)CCCCCCCCCCC[N+](C)(C)C,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,-1,2.9
C[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)C,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,1.0,4.2
C[N+](C)(C)CCO,C[N+](C)(C)CCO,-1,0.42
C#CCN(C)CCO,C[N+](C)(C)CCO,-1,6.22
C[N+](C)([O-])CCO,C[N+](C)(C)CCO,0.5833333333333334,6.31
C[N+](C)(C)CCOC(N)=O,C[N+](C)(C)CCOC(N)=O,0.5833333333333334,0.04
C[N+](C)([O-])CCOC(N)=O,C[N+](C)(C)CCOC(N)=O,0.9375,5.6
C[N+](C)(C)CCSC(N)=O,C[N+](C)(C)CCOC(N)=O,1.0,5.86
C[N+](C)(CCOc1ccccc1)Cc1ccccc1,C[N+](C)(CCOc1ccccc1)Cc1ccccc1,0.6785714285714286,0.03
CN(CCOc1ccccc1)Cc1ccccc1,C[N+](C)(CCOc1ccccc1)Cc1ccccc1,0.9411764705882353,5.05
CC(C)(CCOc1ccccc1)Cc1ccccc1,C[N+](C)(CCOc1ccccc1)Cc1ccccc1,0.8888888888888888,6.24
C[n+]1ccccc1C=NO,C[n+]1ccccc1C=NO,1.0,0.08
CSc1ccccc1C=NO,C[n+]1ccccc1C=NO,-1,4.49
CON=C1C=CCC1,C[n+]1ccccc1C=NO,-1,5.4
C=C(C#N)C(=O)OCCCCC,C=C(C#N)C(=O)OCCCC,0.30952380952380953,0.41
C=C(C#N)C(=O)OCCCC,C=C(C#N)C(=O)OCCCC,0.5454545454545454,1.33
C=C(C#N)C(=O)OCCCCCC,C=C(C#N)C(=O)OCCCC,1.0,3.18
C=C(C#N)C(=O)OCCSCC,C=C(C#N)C(=O)OCCCC,-1,5.04
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,0.6666666666666666,0.13
C=C(C)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,0.5151515151515151,2.91
C/C=C(\C)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,-1,4.82
C/C(=N\O)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,1.0,4.86
C/C(=C\C(F)(F)F)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,-1,4.88
C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,0.6615384615384615,0.29
C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@H](O)[C@H]12,C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,-1,4.23
C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3C(O)[C@H]12,C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,0.6666666666666666,4.28
C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,1.0,0.73
C=CC(=O)N1CC(Nc2ncnc3[nH]ccc23)CC[C@@H]1C,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,-1,1.33
C=C(C)C(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,0.40476190476190477,3.04
C=C(C)C(=O)N1CC(Nc2ncnc3[nH]ccc23)CC[C@@H]1C,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,0.14285714285714285,3.3
C=C(C)[C@H]1CC[C@H](Nc2ncnc3[nH]ccc23)CN1C(=O)CC,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,-1,3.59
CC(C)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0.8484848484848485,1.83
CC(C)(C)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,1.0,2.06
CS(=O)(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0.7777777777777778,2.1
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@@H]1CCCN(C(=O)CC(=O)O)C1,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0.6486486486486487,2.16
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@@H]1CCCN(C(=O)C(F)(F)F)C1,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,-1,2.46
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,1.0,0.43
COc1cc(N(C)CCN(C)C)ccc1Nc1nccc(-c2cn(C)c3ccccc23)n1,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,0.7962962962962963,2.0
C#CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,0.6949152542372882,3.08
CN(C)CCN(C)c1cc(NC(=O)C(C)(C)N)cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c1,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,0.6949152542372882,3.71
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)CC,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,0.6212121212121212,4.05
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,1.0,0.04
C#CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,-1,4.39
