SMILES,Input_SMILES,Tanimoto,NLL
Cc1cncc([C@@H]2CCCN2)c1,c1cncc([C@@H]2CCCN2)c1,1.0,3.54
Clc1cncc([C@@H]2CCCN2)c1,c1cncc([C@@H]2CCCN2)c1,1.0,3.96
C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,1.0,0.34
CC/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,0.5454545454545454,2.7
C=CCC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,0.5454545454545454,3.1
CC(C)=CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,1.0,3.62
C/C=C/CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,1.0,3.86
CCCCCCCC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,CC/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,1.0,4.17
CN=C(O)Oc1cccc2c1OC(C)(C)O2,CN=C(O)Oc1cccc2c1OC(C)(C)O2,1.0,0.08
CCN=C(O)Oc1cccc2c1OC(C)(C)O2,CN=C(O)Oc1cccc2c1OC(C)(C)O2,0.6619718309859155,3.52
CC1(C)Oc2cccc(OC(O)=NCCO)c2O1,CN=C(O)Oc1cccc2c1OC(C)(C)O2,1.0,4.45
CC(C)N=C(O)Oc1cccc2c1OC(C)(C)O2,CN=C(O)Oc1cccc2c1OC(C)(C)O2,1.0,4.69
CCCN=C(O)Oc1cccc2c1OC(C)(C)O2,CN=C(O)Oc1cccc2c1OC(C)(C)O2,1.0,4.94
CN=C(O)Oc1cccc2ccccc12,CN=C(O)Oc1cccc2ccccc12,1.0,0.02
CCN=C(O)Oc1cccc2ccccc12,CN=C(O)Oc1cccc2ccccc12,1.0,4.13
CCCN=C(O)Oc1cccc2ccccc12,CN=C(O)Oc1cccc2ccccc12,0.654320987654321,6.88
CC(C)N=C(O)Oc1cccc2ccccc12,CN=C(O)Oc1cccc2ccccc12,1.0,7.26
C=C(O)Oc1cccc2ccccc12,CN=C(O)Oc1cccc2ccccc12,0.7843137254901961,7.75
CN=C(O)Oc1cccc2c1OC(C)(C)C2,CN=C(O)Oc1cccc2c1OC(C)(C)C2,0.7090909090909091,0.07
CCN=C(O)Oc1cccc2c1OC(C)(C)C2,CN=C(O)Oc1cccc2c1OC(C)(C)C2,0.7547169811320755,3.59
CCCN=C(O)Oc1cccc2c1OC(C)(C)C2,CN=C(O)Oc1cccc2c1OC(C)(C)C2,0.7407407407407407,5.01
CC1(C)Cc2cccc(OC(O)=NCCO)c2O1,CN=C(O)Oc1cccc2c1OC(C)(C)C2,1.0,5.07
CC(C)N=C(O)Oc1cccc2c1OC(C)(C)C2,CN=C(O)Oc1cccc2c1OC(C)(C)C2,0.78,5.45
CN=C(O)ON=CC(C)(C)SC,CN=C(O)ON=CC(C)(C)SC,0.7358490566037735,0.0
CN=C(O)ON=CC(C)(C)S,CN=C(O)ON=CC(C)(C)SC,0.75,6.76
CCN=C(O)ON=CC(C)(C)SC,CN=C(O)ON=CC(C)(C)SC,0.7291666666666666,7.15
CSC(C)(C)CN=C(O)ON=CC(C)(C)C,CN=C(O)ON=CC(C)(C)SC,1.0,8.23
CC(C)(C)C=NOC(O)=NCC(C)(C)S,CN=C(O)ON=CC(C)(C)SC,0.7843137254901961,8.94
CN=C(O)ON=CC(C)(C)S(C)(=O)=O,CN=C(O)ON=CC(C)(C)S(C)(=O)=O,0.7407407407407407,0.04
CCS(=O)(=O)C(C)(C)C=NOC(O)=NC,CN=C(O)ON=CC(C)(C)S(C)(=O)=O,0.7090909090909091,6.56
CN=C(O)ON=CC(C)(C)S(=O)(=O)C(C)(C)C,CN=C(O)ON=CC(C)(C)S(C)(=O)=O,0.7547169811320755,6.61
C=CCN(CC=C)c1c(C)cc(OC(O)=NC)cc1C,C=CCN(CC=C)c1c(C)cc(OC(O)=NC)cc1C,1.0,0.28
CCCN(CCC)c1c(C)cc(OC(O)=NC)cc1C,C=CCN(CC=C)c1c(C)cc(OC(O)=NC)cc1C,0.6388888888888888,3.07
CCN(CC)c1c(C)cc(OC(O)=NC)cc1C,C=CCN(CC=C)c1c(C)cc(OC(O)=NC)cc1C,0.7105263157894737,3.39
C=CCN(CC(=C)C)c1c(C)cc(OC(O)=NC)cc1C,C=CCN(CC=C)c1c(C)cc(OC(O)=NC)cc1C,0.46938775510204084,3.64
CN=C(O)Oc1cc(C)c(N(CC=C(C)C)C(C)C)c(C)c1,C=CCN(CC=C)c1c(C)cc(OC(O)=NC)cc1C,0.40816326530612246,4.67
CN=C(O)Oc1ccc(N(C)C)c(C)c1,CN=C(O)Oc1ccc(N(C)C)c(C)c1,1.0,0.02
CCN=C(O)Oc1ccc(N(C)C)c(C)c1,CN=C(O)Oc1ccc(N(C)C)c(C)c1,1.0,4.89
CCc1cc(OC(O)=NC)ccc1N(C)C,CN=C(O)Oc1ccc(N(C)C)c(C)c1,-1,6.31
CCCN=C(O)Oc1ccc(N(C)C)c(C)c1,CN=C(O)Oc1ccc(N(C)C)c(C)c1,0.7380952380952381,6.83
CN=C(O)Oc1ccc(N(C)C)c(Cl)c1,CN=C(O)Oc1ccc(N(C)C)c(C)c1,0.6739130434782609,7.41
CCC(CC)c1cccc(OC(O)=NC)c1,CCC(CC)c1cccc(OC(O)=NC)c1,1.0,0.17
CCC(C)c1cccc(OC(O)=NC)c1,CCC(CC)c1cccc(OC(O)=NC)c1,0.6271186440677966,3.67
CCCC(CC)c1cccc(OC(O)=NC)c1,CCC(CC)c1cccc(OC(O)=NC)c1,0.6981132075471698,4.48
CCCC(C)c1cccc(OC(O)=NC)c1,CCC(CC)c1cccc(OC(O)=NC)c1,0.746031746031746,4.55
CN=C(O)Oc1cccc(C(C)C(C)C)c1,CCC(CC)c1cccc(OC(O)=NC)c1,0.5873015873015873,4.67
CN=C(O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,CN=C(O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,1.0,0.03
CC(C)(C)c1cc(OC(O)=NCCN)cc(C(C)(C)C)c1,CN=C(O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,0.7659574468085106,5.56
C=C(O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,CN=C(O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,0.7291666666666666,5.75
CC(C)(C)c1cc(OC(O)=NCN)cc(C(C)(C)C)c1,CN=C(O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,0.72,6.03
CC(C)(C)c1cc(OC(O)=NC(O)=NCCO)cc(C(C)(C)C)c1,CN=C(O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,0.7391304347826086,7.76
CN=C(O)Oc1cc(C)c(C)cc1Cl,CN=C(O)Oc1cc(C)c(C)cc1Cl,1.0,0.05
CN=C(O)Oc1cc(C)c(C)cc1C,CN=C(O)Oc1cc(C)c(C)cc1Cl,0.7346938775510204,4.53
CN=C(O)Oc1cc(C)c(C)cc1Br,CN=C(O)Oc1cc(C)c(C)cc1Cl,0.82,4.61
Cc1cc(Cl)c(OC(O)=NC(=O)O)cc1C,CN=C(O)Oc1cc(C)c(C)cc1Cl,0.6923076923076923,5.26
Cc1cc(Cl)c(OC(O)=NCN)cc1C,CN=C(O)Oc1cc(C)c(C)cc1Cl,0.6111111111111112,5.93
CN=C(O)Oc1ccccc1Cl,CN=C(O)Oc1ccccc1Cl,1.0,0.56
CN=C(O)Oc1ccccc1C,CN=C(O)Oc1ccccc1Cl,0.7333333333333333,1.64
CN=C(O)Oc1ccccc1,CN=C(O)Oc1ccccc1Cl,0.7592592592592593,2.29
CN=C(O)Oc1ccccc1Br,CN=C(O)Oc1ccccc1Cl,0.7719298245614035,2.55
CN=C(O)Oc1ccccc1OC,CN=C(O)Oc1ccccc1Cl,0.6470588235294118,3.69
CN=C(O)Oc1ccccc1C1OCCO1,CN=C(O)Oc1ccccc1C1OCCO1,1.0,0.01
CCN=C(O)Oc1ccccc1C1OCCO1,CN=C(O)Oc1ccccc1C1OCCO1,0.7209302325581395,5.89
CN=C(O)Oc1ccccc1C1OCC(C)O1,CN=C(O)Oc1ccccc1C1OCCO1,0.7209302325581395,5.92
O=C(O)Oc1ccccc1C1OCCO1,CN=C(O)Oc1ccccc1C1OCCO1,0.6808510638297872,6.82
CN=C(O)Oc1ccccc1C1OCCS1,CN=C(O)Oc1ccccc1C1OCCO1,0.7111111111111111,6.85
CCSc1ccc(OC(O)=NC)cc1,CCSc1ccc(OC(O)=NC)cc1,1.0,0.43
CN=C(O)Oc1ccc(SC)cc1,CCSc1ccc(OC(O)=NC)cc1,1.0,1.88
C=CCSc1ccc(OC(O)=NC)cc1,CCSc1ccc(OC(O)=NC)cc1,0.5609756097560976,3.0
CCCSc1ccc(OC(O)=NC)cc1,CCSc1ccc(OC(O)=NC)cc1,0.6923076923076923,3.25
C=CSc1ccc(OC(O)=NC)cc1,CCSc1ccc(OC(O)=NC)cc1,0.7111111111111111,3.53
CCSCc1ccccc1OC(O)=NC,CCSCc1ccccc1OC(O)=NC,1.0,0.16
CN=C(O)Oc1ccccc1CSC,CCSCc1ccccc1OC(O)=NC,1.0,2.96
CCCSCc1ccccc1OC(O)=NC,CCSCc1ccccc1OC(O)=NC,0.6923076923076923,3.48
C=CCSCc1ccccc1OC(O)=NC,CCSCc1ccccc1OC(O)=NC,0.5609756097560976,4.69
CCc1cc(CC)cc(OC(O)=NC)c1,CCc1cc(CC)cc(OC(O)=NC)c1,0.7111111111111111,0.21
CCCc1cc(CC)cc(OC(O)=NC)c1,CCc1cc(CC)cc(OC(O)=NC)c1,1.0,2.91
C=Cc1cc(CC)cc(OC(O)=NC)c1,CCc1cc(CC)cc(OC(O)=NC)c1,0.7924528301886793,3.49
CCOc1cc(CC)cc(OC(O)=NC)c1,CCc1cc(CC)cc(OC(O)=NC)c1,0.6491228070175439,3.79
CCc1cc(C)cc(OC(O)=NC)c1,CCc1cc(CC)cc(OC(O)=NC)c1,0.7450980392156863,3.85
CCC(C)c1ccccc1OC(O)=NC,CCC(C)c1ccccc1OC(O)=NC,0.6428571428571429,0.4
CN=C(O)Oc1ccccc1C(C)C,CCC(C)c1ccccc1OC(O)=NC,1.0,2.14
CCCC(C)c1ccccc1OC(O)=NC,CCC(C)c1ccccc1OC(O)=NC,0.7441860465116279,3.54
C=C(C)c1ccccc1OC(O)=NC,CCC(C)c1ccccc1OC(O)=NC,0.723404255319149,4.21
CCc1ccccc1OC(O)=NC,CN=C(O)Oc1ccccc1C(C)C,0.8,5.6
CC(C)c1ccccc1OC(O)=NC(=O)O,CN=C(O)Oc1ccccc1C(C)C,0.6595744680851063,6.16
CN=C(O)Oc1cc(C)c(SC)c(C)c1,CN=C(O)Oc1cc(C)c(SC)c(C)c1,1.0,0.08
CN=C(O)Oc1cc(C)c(S(C)(=O)=O)c(C)c1,CN=C(O)Oc1cc(C)c(SC)c(C)c1,0.7608695652173914,3.87
CCN=C(O)Oc1cc(C)c(SC)c(C)c1,CN=C(O)Oc1cc(C)c(SC)c(C)c1,0.8125,4.45
CSc1c(C)cc(OC(O)=NCN)cc1C,CN=C(O)Oc1cc(C)c(SC)c(C)c1,0.7608695652173914,5.48
CSc1cc(OC(O)=NC=O)cc(C)c1SC,CN=C(O)Oc1cc(C)c(SC)c(C)c1,0.74,5.49
CN=C(O)Oc1cccc(C)c1,CN=C(O)Oc1cccc(C)c1,1.0,0.01
CCN=C(O)Oc1cccc(C)c1,CN=C(O)Oc1cccc(C)c1,0.8085106382978723,6.26
CN=C(O)Oc1cccc(Cl)c1,CN=C(O)Oc1cccc(C)c1,0.64,6.37
CCc1cccc(OC(O)=NC)c1,CN=C(O)Oc1cccc(C)c1,0.7346938775510204,7.42
Cc1cccc(OC(O)=NC(=O)O)c1,CN=C(O)Oc1cccc(C)c1,0.717391304347826,7.87
CN=C(O)Oc1cc(C)c(N(C)C)c(C)c1,CN=C(O)Oc1cc(C)c(N(C)C)c(C)c1,1.0,0.03
CCN=C(O)Oc1cc(C)c(N(C)C)c(C)c1,CN=C(O)Oc1cc(C)c(N(C)C)c(C)c1,1.0,4.49
Cc1cc(OC(O)=NC(C)C)cc(C)c1N(C)C,CN=C(O)Oc1cc(C)c(N(C)C)c(C)c1,1.0,5.41
CCc1cc(OC(O)=NC)cc(C)c1N(C)C,CN=C(O)Oc1cc(C)c(N(C)C)c(C)c1,0.8085106382978723,5.56
Cc1cc(OC(O)=NC(O)=NC(C)C)cc(C)c1N(C)C,CN=C(O)Oc1cc(C)c(N(C)C)c(C)c1,0.6511627906976745,6.65
CCCC(=O)N(C)C(=O)Oc1cc(C)cc(C(C)C)c1,CCCC(=O)N(C)C(=O)Oc1cc(C)cc(C(C)C)c1,1.0,0.12
CCC(=O)N(C)C(=O)Oc1cc(C)cc(C(C)C)c1,CCCC(=O)N(C)C(=O)Oc1cc(C)cc(C(C)C)c1,1.0,2.91
CCCCC(=O)N(C)C(=O)Oc1cc(C)cc(C(C)C)c1,CCCC(=O)N(C)C(=O)Oc1cc(C)cc(C(C)C)c1,0.5609756097560976,3.61
CC(=O)N(C)C(=O)Oc1cc(C)cc(C(C)C)c1,CCCC(=O)N(C)C(=O)Oc1cc(C)cc(C(C)C)c1,0.7333333333333333,5.49
CC(C)C(=O)N(C)C(=O)Oc1cc(C(C)C)cc(C(C)C)c1,CCCC(=O)N(C)C(=O)Oc1cc(C)cc(C(C)C)c1,0.6875,5.55
CN=C(O)Oc1cc(C)cc(C(C)C)c1,CN=C(O)Oc1cc(C)cc(C(C)C)c1,1.0,0.02
Cc1cc(OC(O)=NC(C)C)cc(C(C)C)c1,CN=C(O)Oc1cc(C)cc(C(C)C)c1,0.6153846153846154,5.57
CCc1cc(OC(O)=NC)cc(C(C)C)c1,CN=C(O)Oc1cc(C)cc(C(C)C)c1,0.7659574468085106,6.18
CC(C)N=C(O)Oc1cc(C(C)C)cc(C(C)C)c1,CN=C(O)Oc1cc(C)cc(C(C)C)c1,0.7291666666666666,7.38
CN=C(O)Oc1ccccc1OC(C)C,CN=C(O)Oc1ccccc1OC(C)C,0.5357142857142857,0.05
CC(C)Oc1ccccc1OC(O)=NC(=O)O,CN=C(O)Oc1ccccc1OC(C)C,1.0,4.62
CC(O)N=C(O)Oc1ccccc1OC(C)C,CN=C(O)Oc1ccccc1OC(C)C,0.725,4.73
CCOc1ccccc1OC(O)=NC,CN=C(O)Oc1ccccc1OC(C)C,0.6923076923076923,4.79
CN=C(O)Oc1cc(C)cc(C)c1C,CN=C(O)Oc1cc(C)cc(C)c1C,0.6829268292682927,0.03
Cc1cc(C)c(C)c(OC(O)=NC(C)C)c1C,CN=C(O)Oc1cc(C)cc(C)c1C,0.6511627906976745,4.27
CCc1c(C)cc(C)cc1OC(O)=NC,CN=C(O)Oc1cc(C)cc(C)c1C,1.0,5.43
CCN=C(O)Oc1cc(C)cc(C)c1C,CN=C(O)Oc1cc(C)cc(C)c1C,0.7755102040816326,5.69
CN=C(O)Oc1c(C)c(C)cc(C)c1C,CN=C(O)Oc1cc(C)cc(C)c1C,0.7450980392156863,6.26
CN=C(O)Oc1cc(C)cc(C)c1,CN=C(O)Oc1cc(C)cc(C)c1,0.74,0.01
Cc1cc(C)cc(OC(O)=NC(=O)O)c1,CN=C(O)Oc1cc(C)cc(C)c1,0.6440677966101694,5.73
CCN=C(O)Oc1cc(C)cc(C)c1,CN=C(O)Oc1cc(C)cc(C)c1,1.0,6.26
Cc1cc(C)cc(OC(O)=NC(C)O)c1,CN=C(O)Oc1cc(C)cc(C)c1,0.8392857142857143,6.89
CN=C(O)Oc1ccc(C)c(C)c1,CN=C(O)Oc1ccc(C)c(C)c1,0.8793103448275862,0.02
CN=C(O)Oc1ccc(Cl)c(C)c1,CN=C(O)Oc1ccc(C)c(C)c1,0.7543859649122807,5.28
CCN=C(O)Oc1ccc(C)c(C)c1,CN=C(O)Oc1ccc(C)c(C)c1,0.5277777777777778,5.97
Cc1ccc(OC(O)=NCN)cc1C,CN=C(O)Oc1ccc(C)c(C)c1,1.0,6.02
CCc1cc(OC(O)=NC)ccc1C,CN=C(O)Oc1ccc(C)c(C)c1,0.7346938775510204,6.44
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(Cl)c1C(O)=NC(C)(C)C#N,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(Cl)c1C(O)=NC(C)(C)C#N,1.0,0.31
Cc1cc(C(F)(F)C(F)(F)F)ccc1NC(=O)c1cccc(Cl)c1C(O)=NC(C)(C)C#N,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(Cl)c1C(O)=NC(C)(C)C#N,0.7291666666666666,1.99
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(Cl)c1C(O)=NC(C)(C#N)C#N,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(Cl)c1C(O)=NC(C)(C)C#N,0.5254237288135594,3.67
Cc1cc(C(F)(F)F)c(F)cc1NC(=O)c1cccc(Cl)c1C(O)=NC(C)(C)C#N,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(Cl)c1C(O)=NC(C)(C)C#N,1.0,4.08
Cc1cc(C(F)(F)F)ccc1NC(=O)c1cccc(Cl)c1C(O)=NC(C)(C)C#N,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(Cl)c1C(O)=NC(C)(C)C#N,0.7058823529411765,4.11
CN=C(O)c1cc(C#N)cc(C)c1NC(=O)c1cc(Cn2nnc(C(F)(F)F)n2)nn1-c1ncccc1Cl,CN=C(O)c1cc(C#N)cc(C)c1NC(=O)c1cc(Cn2nnc(C(F)(F)F)n2)nn1-c1ncccc1Cl,0.74,0.08
Cc1cc(C#N)cc(C)c1NC(=O)c1cc(Cn2nnc(C(F)(F)F)n2)nn1-c1ncccc1Cl,CN=C(O)c1cc(C#N)cc(C)c1NC(=O)c1cc(Cn2nnc(C(F)(F)F)n2)nn1-c1ncccc1Cl,0.6666666666666666,3.75
CN=C(O)c1cc(C#N)cc(C)c1NC(=O)c1cc(Cc2nnc(C(F)(F)F)n2C)nn1-c1ncccc1Cl,CN=C(O)c1cc(C#N)cc(C)c1NC(=O)c1cc(Cn2nnc(C(F)(F)F)n2)nn1-c1ncccc1Cl,1.0,4.5
CN=C(O)c1cc(C#N)cc(C)c1NC(=O)c1cc(C(F)(F)c2nnc(C(F)(F)F)n2C)nn1-c1ncccc1Cl,CN=C(O)c1cc(C#N)cc(C)c1NC(=O)c1cc(Cn2nnc(C(F)(F)F)n2)nn1-c1ncccc1Cl,1.0,4.9
O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1,O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1,0.39655172413793105,0.14
O=[N+]([O-])c1cc(-c2ccccc2)c(O)c([N+](=O)[O-])c1,O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1,0.7111111111111111,3.78
COc1ccc(-c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2O)cc1,O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1,0.75,4.72
COc1c(C2CCCCC2)cc([N+](=O)[O-])cc1[N+](=O)[O-],O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1,0.5510204081632653,5.29
O=[N+]([O-])c1cc(C2CCCCC2)c(O)c(C(F)(F)F)c1,O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1,1.0,5.62
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c(O)c1C(C)C,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c(O)c1C(C)C,0.6666666666666666,0.07
CC(C)c1c([N+](=O)[O-])cc([N+](=O)[O-])c(O)c1C(C)C,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c(O)c1C(C)C,0.717391304347826,4.19
Cc1c([N+](=O)[O-])cc(N)c([N+](=O)[O-])c1C(C)C,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c(O)c1C(C)C,0.7380952380952381,4.79
COc1c([N+](=O)[O-])cc([N+](=O)[O-])c(C)c1C(C)C,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c(O)c1C(C)C,0.7045454545454546,4.95
CC(C)c1cc([N+](=O)[O-])c([N+](=O)[O-])c(C(C)C)c1C(C)C,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c(O)c1C(C)C,1.0,6.18
CCCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,CCCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.7073170731707317,0.12
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,CCCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.7380952380952381,3.2
CC(C)=CC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,CCCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.6976744186046512,3.88
CC(C)CC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,CCCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.6976744186046512,4.91
CCCC(C)c1cc([N+](=O)[O-])cc(C#N)c1O,CCCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,1.0,5.38
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.8421052631578947,0.36
O=[N+]([O-])c1cc(Cl)cc(Cl)c1O,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.85,1.94
O=[N+]([O-])c1cc(Cl)c(O)c(Cl)c1,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.6504854368932039,3.67
Cc1cc([N+](=O)[O-])cc(Cl)c1O,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.7872340425531915,4.01
O=[N+]([O-])c1cc(C(F)(F)F)cc(Cl)c1O,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,1.0,4.25
Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,0.8363636363636363,0.1
COc1cc(C)ccc1N=CN(C)C=Nc1ccc(C)cc1C,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,0.7520661157024794,3.0
COc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,0.6744186046511628,3.96
CCc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,-1,5.1
COc1cc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)cc1Cl,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,1.0,5.37
Cc1cc(Cl)ccc1N=CN(C)C,Cc1cc(Cl)ccc1N=CN(C)C,0.5172413793103449,0.6
CN(C)C=Nc1ccc(Cl)cc1,Cc1cc(Cl)ccc1N=CN(C)C,0.5,2.76
CN(C)C=Nc1ccc(Cl)cc1O,Cc1cc(Cl)ccc1N=CN(C)C,0.7540983606557377,2.89
CN(C)C=Nc1ccc(Cl)cc1CO,Cc1cc(Cl)ccc1N=CN(C)C,0.6307692307692307,2.95
CN=C(O)Oc1cccc(N=CN(C)C)c1,CN=C(O)Oc1cccc(N=CN(C)C)c1,1.0,0.02
